sound_id,category_1,prob_1,category_2,prob_2,category_3,prob_3,category_4,prob_4,category_5,prob_5
572019,16,0.17810080102241663,10,0.14116378829407042,8,0.10874884694785458,2,0.10650332944542608,12,0.07559642042607743
642154,6,0.35832201206909337,11,0.20632960515897208,17,0.15374042799619003,3,0.07019248022356771,15,0.06858022025556496
646398,24,0.2960039648946479,16,0.14952510891823456,8,0.10347532312375733,7,0.10107832799400829,2,0.044147887586847914
398177,23,0.24888083272157188,14,0.13267703873741826,1,0.1232290822437946,16,0.07267604302338077,9,0.04958615713336923
267636,20,0.16631043824412367,11,0.1662646047606805,15,0.1357314266450594,17,0.1120329024931979,3,0.09542707483225991
406780,8,0.26554595392024904,2,0.1424809690209392,18,0.08122027907605517,13,0.07767870570279309,22,0.06935735480521901
676124,12,0.2033411876047095,23,0.14865141253623484,7,0.14158230639530678,3,0.09948280818417396,20,0.09773592535375192
642047,23,0.21439832404851764,16,0.09803854155536705,10,0.08768348106559028,9,0.08594850050902449,2,0.08068540010755962
271634,14,0.2766180080208599,24,0.23454740126814022,16,0.07600013791149658,23,0.06819382273001526,1,0.0520096094865054
483780,15,0.19505109982369626,7,0.16573981944801008,11,0.14245421809826547,18,0.11167804617835016,20,0.05766938661519927
482930,11,0.3058887372937057,20,0.16426554972786997,17,0.15399780899684481,15,0.15368980868911983,7,0.0370865743188549
193812,24,0.21732498928006908,14,0.143007737768083,16,0.10156887393274677,1,0.07427643720588305,7,0.06304652204616408
180027,17,0.21831676730473842,0,0.12984157725336193,20,0.11754781178240596,15,0.11129718079101383,1,0.10036759510993683
464940,7,0.3582801164623409,11,0.17114388418946283,3,0.07789755693230363,18,0.05602241256259721,19,0.04852180747079202
338904,14,0.1440182853140916,1,0.13166899285567144,0,0.10099368339564466,22,0.09585936543703213,24,0.07302415300893653
492500,7,0.24055164709303684,23,0.19395739014920138,12,0.10123082617969391,9,0.05942157774824933,20,0.052573928313320945
275601,15,0.25291052229662486,25,0.1300094588193245,17,0.10632048292817647,20,0.08226067863658833,19,0.08132305528288777
505268,7,0.18276116058458558,8,0.0932399502867453,19,0.08881450570683908,18,0.0836610864628122,15,0.07494857748994518
472603,19,0.18507735830867922,20,0.1700997179843686,11,0.14673688396755472,17,0.0958124874580292,6,0.0929937825022571
211021,18,0.11674866020868725,11,0.11604018345381706,15,0.10061857871678669,20,0.09221247677143006,8,0.07415547762932825
266273,18,0.2780912866578287,3,0.16535297222324435,2,0.15265285428494554,7,0.12656787324013574,12,0.06534614647753383
651710,25,0.18208838607055933,1,0.1363501302548076,15,0.1210371462444396,19,0.11675250908896992,5,0.07235425523540917
30276,3,0.47929909835995843,7,0.10352262599803491,0,0.08372322647450743,22,0.05321747585311132,18,0.04600316488367739
531705,17,0.2389161152572215,7,0.1580384567424756,6,0.12888821211955764,20,0.12385880001091613,11,0.1077552877476167
677104,1,0.12595095865412434,13,0.09386772262561298,21,0.0923894106198739,5,0.0873701641973698,19,0.07418693279557655
55132,13,0.17642152138114564,8,0.10827115916210968,25,0.09805910364804887,16,0.07133539020882368,19,0.06565497904326632
351417,20,0.36502450532722464,15,0.18983267700046086,11,0.11893719397548252,7,0.10383160938767934,17,0.09012275874757046
338934,3,0.346918823216023,0,0.12997818170992317,7,0.12069692767744204,17,0.07778482367085468,4,0.07301519371877564
262378,11,0.3359085330626956,17,0.20304392405790136,15,0.14183402445830887,20,0.11762132835573905,7,0.03966073900504365
486535,23,0.1577885289754385,7,0.09143141008270826,20,0.08291366270758015,11,0.0820541689731698,0,0.06797296565354005
395891,6,0.17895049759653633,17,0.1760185785308575,20,0.1601307341146508,19,0.14991456406839218,11,0.10919261100377045
48662,7,0.18073517220792124,3,0.15900462957760592,20,0.15275883093722775,18,0.14148894096161294,11,0.07115507567594691
673811,18,0.16382342445498055,7,0.13972287788126098,11,0.09179956151689422,8,0.0606341063380725,0,0.056292079144301795
107561,7,0.1914458354477498,23,0.12742236921388467,20,0.11959595634017564,12,0.0957042034745895,9,0.06753983866163853
530277,17,0.39212355425722206,11,0.17361132220412798,15,0.11643283432740668,4,0.09085288271974065,6,0.08133098845497463
355738,19,0.29774746148609027,21,0.17192784404263647,25,0.09557596930764924,20,0.05081887217380786,7,0.03352992579997547
569078,3,0.18728456305813637,22,0.14204136623616914,0,0.1338099894579492,18,0.12863760503939178,15,0.11300731254057894
616649,7,0.20047232970777357,15,0.16798922815780679,20,0.07179001624619873,0,0.06522099686639157,5,0.053550910773801474
441013,7,0.23611792580997415,20,0.19620449322169817,11,0.17998171332094484,3,0.06867173975844891,19,0.06033889748157018
170612,7,0.2304371229193673,23,0.2100098269518295,16,0.1313233147609201,14,0.09785503203340482,24,0.044855954667411296
622391,11,0.27537455757797685,17,0.13244048354278787,4,0.12866208236664345,0,0.09437644334943336,22,0.08976540910569406
586627,17,0.2672873192094865,11,0.23181089557794884,6,0.14585334738352532,20,0.10943677584645128,15,0.0942146223502178
254535,25,0.260968705205133,19,0.22450856210296888,9,0.09443100685931573,20,0.07564714078995811,6,0.04586326560274804
500028,7,0.24897760184619935,20,0.17193446468367093,15,0.1359945640140744,11,0.12410116595425008,17,0.06669997090465414
580525,6,0.33302731085783227,17,0.21962824043319448,11,0.21552619434550074,20,0.085549026876922,15,0.05950246810461939
441530,7,0.38002480050279724,3,0.09518854383418757,11,0.09268657612025,12,0.06177703792014703,20,0.04276689204239485
649181,25,0.3986629374552518,20,0.12037703084579711,7,0.0684300006592574,1,0.06611257828083272,19,0.056143772819543636
413315,20,0.2904411188316564,11,0.19613638317937374,17,0.16081412641874432,15,0.10470712346488403,7,0.05171167939852242
193808,24,0.21098636661661488,14,0.11422556003459373,16,0.09234040823348168,7,0.07460678629432396,4,0.07029973896541467
439341,20,0.2716949232306945,17,0.25857597613893385,11,0.16471525182945895,7,0.07241543183969384,15,0.0468395830459211
98321,20,0.3474556053468704,7,0.16269227641015047,11,0.11288384229871451,15,0.09605877873993386,19,0.051771564824240404
206126,11,0.24281991344334197,17,0.16338220226050007,7,0.15568987875838236,22,0.12406217716078757,15,0.10904804036135896
449655,11,0.26076543330224516,20,0.1571774221572412,7,0.13696328635036656,17,0.1309278605113866,21,0.09399873288470904
108907,11,0.4755279423099413,17,0.31697658005593554,6,0.0707023535700812,15,0.0527569504090931,20,0.0201602489063243
520176,15,0.2798502750337903,22,0.12760798617395377,0,0.12379638001131224,17,0.07803379867681295,4,0.0639976160889785
524742,9,0.2737895280137385,7,0.1175842306631804,20,0.10780943392889439,11,0.07846069630242994,12,0.07206713613080139
362965,24,0.16838832182918867,16,0.13912269279542808,14,0.1083266273949159,10,0.10687839338427166,13,0.07940698910318741
4002,17,0.17210433669214498,20,0.16876843275969647,11,0.11636995038725778,15,0.10520521074763774,4,0.10205617823223258
588323,14,0.3864373461502411,16,0.2716863923505379,10,0.073280126019246,1,0.05225227916176509,13,0.045712189585306616
499203,7,0.131388608904373,23,0.10692920343437246,18,0.10176215505922757,2,0.09623907473379019,0,0.07218340764682993
608461,11,0.33328057833688157,17,0.1738007903636654,20,0.14754157032123372,15,0.09037795208005724,6,0.07428253663480369
58765,17,0.4388032176229067,11,0.18441289134925443,20,0.07467879910756908,0,0.07335268258446587,22,0.061118378534481634
84375,17,0.3850532552424369,11,0.38138092005761,22,0.052401202689603354,20,0.04515583598607602,6,0.044637101615083795
531448,17,0.32507916251775143,11,0.3097272589560022,15,0.08801922734389053,20,0.06980794105531354,22,0.05474853055852805
673470,14,0.10437739507714106,18,0.09902403687082374,8,0.08120950680311845,7,0.08113514635123568,20,0.06662554512260574
110475,17,0.18744506575478112,6,0.11462561489043473,11,0.10199588858002505,15,0.10087002084596092,19,0.06578596111209685
449787,15,0.1520637561898921,4,0.13805261797417917,20,0.10297737192597892,0,0.10031961714656872,5,0.09850473928743642
504948,11,0.4630184279895881,17,0.1982560655837836,20,0.1287421610177337,15,0.05460016100350461,4,0.04182663365391904
397246,16,0.28475541370973206,10,0.14936793220112596,14,0.13111198055313386,1,0.0754546064833372,13,0.06272134230450133
9429,3,0.8199476794478546,0,0.08902601610595594,22,0.038031762979587116,17,0.012413549755980307,11,0.009537538723550601
429928,11,0.46858542838694095,17,0.2072141725356616,20,0.1723243607945187,6,0.038622488245827105,15,0.02032574033525748
157089,15,0.10747569658925944,20,0.09479069115696855,5,0.0883112139625542,13,0.0775185881310979,19,0.0772408031147633
488659,16,0.22300683765416987,2,0.16317031203126864,18,0.09474471731807833,8,0.07013739011626553,13,0.06276339638729392
634643,20,0.26652342635458753,11,0.15797831763830192,6,0.09394448567142707,17,0.09282279220670754,19,0.09196042534526874
329519,3,0.30443750861103236,11,0.19544121113810725,0,0.10929548362525215,6,0.10142700102529177,17,0.06355112989824337
52524,11,0.3570260129240523,17,0.3398790354395211,15,0.15455730428210943,20,0.03542324720852983,22,0.02602695758399963
555166,11,0.6202852504030761,17,0.1967079445433246,6,0.07469538277122348,15,0.02857625904328457,20,0.013326600742349783
219646,3,0.7194935937866224,0,0.09682145109795717,22,0.04783540601849948,6,0.030067285133398538,17,0.025048046449117334
103801,9,0.11432353552071417,7,0.11137990478808334,17,0.11042368382483041,11,0.09500965765705388,12,0.0948801959421118
332113,16,0.4796406853912302,14,0.12292163736568114,10,0.08847400080360385,13,0.06105159373857793,1,0.05560907256340304
237282,20,0.2617717267756821,7,0.15105555563710424,15,0.10560032043507564,18,0.08123745891872847,3,0.061481021956640215
180799,0,0.33191901690442094,20,0.14418961556755647,3,0.11072588342915263,17,0.09380729595116184,22,0.08479944462317457
42203,15,0.24475526608966053,20,0.2347034908833483,19,0.08882862453844263,7,0.07784476552677169,17,0.04392225012853142
257482,20,0.2893485231414444,15,0.24378891031314215,7,0.1154603583495839,11,0.10567729441427316,17,0.06816923315406692
316224,12,0.22114801025977301,2,0.19977679537706802,18,0.10827464050298827,9,0.09129696392160229,3,0.08896933081038014
483911,15,0.3095679029636231,20,0.12297284258678425,19,0.10802798720156255,7,0.05964956298517328,1,0.045421551873236835
168809,25,0.15802931200955786,21,0.1481713183933616,1,0.13170193238048414,13,0.12906941184773563,19,0.10783486462484193
458493,2,0.24052846837213676,8,0.14980331559867047,23,0.09147220060659987,13,0.08258765445307928,9,0.07789910414485995
631664,11,0.49118356283612974,17,0.2607901390671247,22,0.10804229892515209,0,0.041684167220833686,6,0.027971556353298198
547940,20,0.21468915118665033,17,0.17302345385912093,15,0.13466338809425726,7,0.08231012067924885,11,0.06599133335197986
629096,19,0.20307321767185696,20,0.09780423318706177,11,0.08949060564753542,7,0.07272343007674516,18,0.060588352194093496
367697,18,0.2009174744736269,7,0.16595192474065684,20,0.14827955235389045,15,0.1363351190622651,0,0.04074007498205158
568689,12,0.3090922349694875,9,0.1409003358846477,2,0.11225349748818063,23,0.09784460724637165,18,0.048764528821328944
348696,23,0.24148233228871563,7,0.1443241590746109,16,0.1426738681106732,12,0.08588526094334209,14,0.04564694595983003
343064,19,0.22593571080449212,20,0.17149617784606955,11,0.07375868175494164,15,0.0653064379255028,7,0.06292028095363936
631723,17,0.28250321721565513,0,0.2111429495469814,4,0.17286073671062854,22,0.14512509045917182,11,0.04047507010847614
70344,23,0.11209189755745508,19,0.10066405055706981,8,0.08096278843029467,11,0.07855474141962972,7,0.06172904164218439
652996,17,0.18387892365388123,11,0.1426111478846865,22,0.10482148570650451,7,0.10228157376560881,0,0.07416699411052818
543433,11,0.22821623996729656,20,0.1787080378116798,17,0.16614807211992008,15,0.10024965271581418,6,0.05325292911502864
425199,20,0.16683576521275773,15,0.1503734289605484,5,0.09649042411888217,11,0.0650844117349414,17,0.06267060753884152
439441,20,0.17385802001554948,7,0.132576151930608,6,0.12102104904354118,0,0.11320147210060551,3,0.07996670262920134
668913,6,0.3971407159991468,17,0.19016426268543604,11,0.18198768477946253,20,0.058592905599488716,0,0.03682678718498196
83095,17,0.2983664386121274,20,0.18985090671119012,6,0.11343376206615151,11,0.11060493774283571,15,0.08154051829623273
588168,20,0.11481012056683969,11,0.09639541108595778,1,0.09436778453219437,17,0.09104507955988934,19,0.0774112679650491
568370,17,0.15890971417938315,11,0.12281650251188916,6,0.12234254037505443,20,0.08045071882911746,25,0.07021763654828395
318561,4,0.38833965198582227,17,0.1709774294184056,0,0.1145473121462215,22,0.07644986318535527,20,0.07163049046479246
104030,3,0.33636413448202845,0,0.12577008961039512,22,0.0898146459445415,18,0.07168817494341038,4,0.06782475936959288
369970,6,0.34975501421685457,17,0.18798675209737273,11,0.15477376324120562,20,0.09155478802380537,0,0.05097678677061967
435915,17,0.2211987942418033,11,0.18424720558572935,19,0.1704859163392757,20,0.08742302084020612,0,0.0496112730154366
449254,1,0.22559395039221605,14,0.20543911841884385,16,0.10434834178173684,24,0.07925492032840217,5,0.06826387917563524
399675,3,0.2026747606310268,7,0.14567042432975005,0,0.12448696977382553,17,0.11052166979488287,11,0.08494465120365349
340805,11,0.41244263863202346,17,0.32546491650506054,6,0.10577753244948522,22,0.03603560289534387,0,0.03371540953708227
506842,20,0.23132815223041903,11,0.18656661897121612,17,0.1633782281044761,6,0.15779687973342765,15,0.11199744825857949
622363,9,0.14981042843321102,7,0.14148353500884145,20,0.13909690633378577,15,0.0893596538889408,5,0.07736455349366082
617686,23,0.16879442188824903,19,0.16222358078586152,1,0.12583465900412674,20,0.11853664886892318,0,0.11751681245554464
108262,7,0.26159047283911185,12,0.18812664374368102,9,0.1262971844781815,2,0.07034306269704585,8,0.06075504006099406
669989,20,0.24715664141900445,11,0.18437913471472384,7,0.11270485780170711,0,0.07971559493287152,23,0.06785980048459903
392048,16,0.17326741626275122,4,0.11013956741382558,14,0.10032568933070789,22,0.09858813107832647,24,0.08416949274479794
435199,7,0.33652355900372777,18,0.08394700749046378,11,0.0832778664469603,15,0.06814497629709124,17,0.05762360145896798
528873,20,0.2964402587504322,25,0.14231178747933487,11,0.1043736212788648,15,0.08602821520165467,17,0.07352063142638737
607589,8,0.25913535333452997,2,0.19451802028560528,13,0.09530831587498768,24,0.08281677485069314,18,0.06756657337367179
570725,11,0.3785303856191273,17,0.3354208058309638,6,0.08482679533071451,20,0.060424033253208005,15,0.04850246280778653
500684,3,0.40824697653808945,7,0.21714583030433138,20,0.09872795833096194,0,0.053448372673414235,12,0.03902557089540466
440415,19,0.20577524157097185,20,0.13124912953816367,11,0.11410797888119097,7,0.086668331390994,17,0.0651426737671634
20751,7,0.31672459631751,9,0.15620179914617507,15,0.10184206154406988,8,0.05829096649979154,22,0.04240443833574327
232289,7,0.3309045741236115,18,0.11675971164550056,8,0.07979165890054117,2,0.06333632257915207,9,0.05606150125997958
333668,17,0.37420096057393004,4,0.11937194725541724,20,0.10473243065928624,0,0.07629030684824477,11,0.06986705458190177
203571,20,0.45723182852306044,7,0.1625380804562516,15,0.13478008103756772,17,0.05499202846560912,11,0.04246507941664717
271340,19,0.2027762665497545,1,0.15360277127827593,11,0.1290716127798307,20,0.06360804509035277,23,0.05563482437471289
494977,7,0.31738869410959475,11,0.15822033181300552,12,0.07079282000990006,23,0.05954813291423951,9,0.04637798105878477
8899,18,0.26577071023050675,7,0.11787030984247673,2,0.09728629552253394,23,0.07882159558081399,3,0.0609467209914228
104535,0,0.22423572448207485,3,0.20246258252331917,22,0.17463639305522438,7,0.07378758776611401,4,0.06908579027715113
631656,9,0.30019439027510675,7,0.11974224873570491,17,0.07750999350132033,8,0.06644537818327537,25,0.03971484176710364
564955,7,0.19653033683913643,20,0.12926409547908826,11,0.10042127553871873,18,0.06685970240344956,15,0.06127959403443967
646482,15,0.24575059834122076,11,0.16453393997387938,20,0.14776523800034108,17,0.13365530228649491,0,0.0565700915798854
16099,11,0.32295569621744297,17,0.2799519953590336,20,0.1051826328449509,7,0.08264143696518689,22,0.051435320996433
333220,6,0.1579179783212683,17,0.147692459480776,11,0.1403818724711468,20,0.11614084816472701,22,0.08063833589912785
559185,17,0.4550332295930504,15,0.13399256493280048,11,0.12908239341564517,22,0.09477858650351992,0,0.06339893557341254
445719,11,0.5599847195066123,17,0.14349357241112293,22,0.09631135893785246,7,0.09417537737422649,15,0.02185153515933431
453233,2,0.1261407969502719,8,0.11444819710717102,13,0.08444923113874186,16,0.07644764143091277,7,0.07258340078899876
683507,17,0.5078072676209312,11,0.26730129790617263,6,0.06427838448228525,15,0.04563538590729551,4,0.04435235346090171
440474,11,0.30816401203412724,17,0.20001386808817578,0,0.0956608923920952,22,0.07884730639862211,20,0.05904305806881972
493902,8,0.13209396955133842,16,0.1169444827239586,10,0.1011339444322537,14,0.07462031813988501,2,0.06657906879310982
677655,7,0.2837530059563708,20,0.26141370373837597,23,0.07686350600316469,16,0.04298715059770729,14,0.03791733576234173
608564,20,0.14347325494162325,7,0.14147549256373035,11,0.1269886772139169,17,0.09553519614596377,15,0.07752753213905311
642243,7,0.3250650334258083,3,0.11620505872767342,18,0.09256713072137941,11,0.07926977902167968,2,0.05719455400664528
608551,11,0.2652899928042156,17,0.25757315944539483,15,0.15038568966343246,20,0.06911419987881949,0,0.06232989262922294
611146,14,0.43010402345338067,16,0.21734178955472105,10,0.11946009791699937,1,0.06888394447232182,13,0.033541261542930495
629448,17,0.48518389122471367,11,0.11515949867646594,15,0.0919484818989476,6,0.09168314490942026,0,0.05172764657940082
370766,17,0.2666443156958346,20,0.15511804012699193,0,0.1125692136624619,7,0.10179234759558564,11,0.07956002687480394
205629,1,0.1947488265018651,5,0.10391528389520875,14,0.08295710039813478,19,0.07777194449583573,13,0.05269722108951902
579262,11,0.24800734894242832,17,0.21199762279020817,6,0.15204863903346136,15,0.1294748319198072,20,0.08438923317538845
6200,22,0.2636898330868815,0,0.2563054172082887,17,0.15009824357520313,15,0.14461945017312378,4,0.06707437829567514
178607,11,0.43515933515445826,17,0.3141149169563208,15,0.06305352529993717,20,0.0544132672951175,22,0.03395143290183088
256134,17,0.23733636909563563,22,0.21668615461184246,0,0.19037213843757855,11,0.054906130709398274,4,0.04989166479990102
266226,2,0.1745445385872031,7,0.17318158082840662,18,0.14912678921474645,23,0.09658143737672642,22,0.0575843006365096
643198,24,0.15481480697371666,7,0.13496847196394246,2,0.10695032643459873,18,0.08501624339776523,16,0.08168405881555282
583508,15,0.3485075964120937,20,0.18529489197097473,17,0.17663645228873784,11,0.0985268278802744,6,0.043046048639141576
394786,20,0.16145662668507718,19,0.14378394756989035,25,0.10121190508597507,11,0.10102235461752278,15,0.07940325646990246
487728,16,0.2209491592268346,1,0.1656649035072648,14,0.12556245638234084,23,0.09358110323501947,10,0.06207595796938859
180484,16,0.2811400779986333,10,0.17986047889924792,23,0.1105607147887508,2,0.08869886371506294,13,0.07243003084511664
257836,7,0.1392457996955118,16,0.12631654893572897,14,0.12571161020085903,24,0.09484199580840146,23,0.06063838510493591
502831,11,0.2525982040847025,20,0.17040200181092402,7,0.14179442275776832,17,0.12688664174805495,21,0.09281397397502425
650881,11,0.26078907572440474,20,0.2251614375189861,7,0.1397371147576844,17,0.137818591644297,15,0.0649303701627077
32522,17,0.587899255433914,11,0.2386107022960142,6,0.06532907327142005,20,0.028486784311404428,15,0.02184554422726002
270478,16,0.5567964317661236,23,0.08931387626322249,9,0.051447986981964025,7,0.04805171358026955,13,0.04373015389173609
557552,4,0.12382289921500284,0,0.11585044820862392,7,0.08569844830137816,22,0.08406770474735416,20,0.08293068679797895
208687,11,0.2853506455209409,20,0.2831464307511351,17,0.16452792133020158,15,0.10569074357086876,6,0.03860584453500251
621798,20,0.2784923456089083,17,0.2041296918329489,11,0.19932600922754104,6,0.10017225314468466,15,0.040872274879849305
215865,0,0.43617893657699947,22,0.148985078253884,1,0.090549451477296,3,0.0699835271766533,17,0.06045919185992546
202421,15,0.20083855056561986,20,0.1987532735303784,3,0.10221404409617735,11,0.09667387023592303,6,0.08161254656165638
249838,7,0.21621227707517893,20,0.17844765795408474,23,0.12465626541228145,12,0.06740978032828951,9,0.05696680338414819
502812,11,0.3519475039462122,7,0.1801466924032192,17,0.13520093880248316,20,0.06763949985922964,9,0.06579404668394095
642030,16,0.27876467666676735,10,0.2513552788260032,23,0.09532296576323732,13,0.0743833857229063,14,0.04620786275590631
259100,4,0.339928640109955,0,0.1354341174766289,17,0.09923818115673422,20,0.09166043838531766,22,0.07339337183420262
500681,3,0.3918107941567707,0,0.12289039090826723,22,0.0916706103718714,18,0.06287686276718622,7,0.05972434348338873
82921,20,0.12253694178470018,5,0.11845383528710973,15,0.11281577458591344,1,0.10716489392184472,19,0.08731535877806905
687204,15,0.3232821101941534,20,0.2287655065184251,17,0.08784080952793487,11,0.0708162375948205,6,0.06403458414006562
628372,15,0.16181575873210713,1,0.1562370308118788,19,0.12665236299550692,0,0.07063970126040639,17,0.06544369565409888
508373,14,0.29169297166066704,1,0.16891526263390838,10,0.1115843200835391,16,0.07764247912505359,13,0.0768681912531177
220312,3,0.8308364405516057,0,0.08172499511945076,22,0.04421490226341188,15,0.005438345569308599,17,0.005431015412610814
211646,20,0.273120838167961,15,0.15803121030983427,6,0.13801836509335216,11,0.11505084319314617,17,0.09381748068141983
504651,18,0.20270660157684292,3,0.16750205272797294,11,0.0863484598781962,24,0.0755205069514495,2,0.06946567936135097
132253,4,0.18547471274627772,0,0.12341034520821761,20,0.09774944245724945,22,0.09746281748244563,18,0.05647136377564433
432847,15,0.26235680133714784,19,0.09276350595339138,7,0.07628296984055372,25,0.06441509488552616,21,0.06109719197671688
396267,3,0.48233240522149023,7,0.11692047996472033,20,0.07893593319350563,0,0.0566269708040076,5,0.05608335284956482
157938,17,0.1939838916743904,20,0.1901138136010285,11,0.17692464903171565,15,0.08945962463659324,0,0.05962682685883134
544896,11,0.35462427977727573,17,0.21260199320500964,7,0.09475491836148851,20,0.08540020348922615,15,0.07057408866929356
635345,17,0.35440592210212324,15,0.20520673505946024,11,0.11639173791901973,20,0.06351388549222145,4,0.04971356476915734
555411,16,0.22140034575171624,2,0.2091480755614835,23,0.1752891493481191,24,0.06530670087404482,8,0.05235620744203947
580074,17,0.2708570628320796,20,0.20695934705024271,11,0.11875343951493923,6,0.07615633208817885,19,0.07507148606980027
648710,17,0.3009373553177808,6,0.24955937283274776,0,0.09465791202355522,4,0.08837453903047963,11,0.05805494920835672
341807,15,0.2706153452943545,20,0.11833122739856008,17,0.09661180976793644,19,0.09066785596341477,6,0.07774773403260443
271594,22,0.2760951928863393,4,0.24257201863617464,0,0.14495952572583107,17,0.1251354182736504,11,0.0461705182215229
250954,4,0.12671453033642474,22,0.11158387159382387,0,0.10800814589160773,2,0.10760614492558125,8,0.07913124171503298
354050,17,0.5580390157949177,22,0.11153958848507918,11,0.08666409589309007,0,0.07908705932280229,6,0.03954807891219929
657923,7,0.26585795369333215,5,0.09883519594388641,23,0.09232496421276142,24,0.06560771394095712,16,0.05320212013435489
432888,20,0.2758045527923034,11,0.20428623610978378,17,0.0830606440340074,1,0.07670082698850547,23,0.07329164450013222
104035,3,0.4947649329172247,0,0.08727670408362653,20,0.08417805362161007,7,0.0823307315143828,15,0.07228502144202005
451282,15,0.1537214473919192,17,0.15284366760419213,7,0.12578144824242468,11,0.11351209193727674,22,0.10148209854059026
547964,3,0.8139142735349573,18,0.06780444206980214,7,0.022986514366226153,11,0.02110742973587615,0,0.013204587150726713
385963,16,0.3712997672005862,23,0.17131764854574347,2,0.08612358492303947,22,0.03650965449947914,12,0.03426444935574294
486758,19,0.2550437050973601,6,0.21021066329580235,20,0.0881621264580594,11,0.07381106067986329,17,0.07343000398567286
158759,1,0.1890811846502288,5,0.13270247357188542,14,0.1165595729241431,4,0.09079090549110588,0,0.0688796969584487
239580,18,0.18199652480218448,7,0.15361490170836478,17,0.10723510464701805,11,0.10161745263432133,15,0.0788171367235436
320589,0,0.15047589265677194,22,0.14150963751168924,17,0.12106105577573996,4,0.08428478336790837,20,0.07481525959741517
360764,1,0.5155037279562313,17,0.12626382450206453,0,0.07083151206655197,20,0.04438926555124403,4,0.04322314225978704
100702,7,0.26523004471018335,11,0.22345176709169487,17,0.08701359366670332,22,0.0751042218252117,3,0.05727044711662211
175213,15,0.20380169229771125,20,0.16242643565651427,19,0.11289031240894981,7,0.0606079160054025,21,0.05728778210759665
3382,3,0.4314485219114444,0,0.14138180046216706,22,0.07105991616935234,4,0.06992998880546189,5,0.055964805583396164
534602,18,0.11330458492113846,0,0.10982890378650427,15,0.10397778634662662,7,0.09845701787889873,22,0.09660579775094087
277739,20,0.4340089244422438,11,0.21609152565936907,7,0.10584310934971904,17,0.09657320686901523,15,0.06849414049063728
324777,14,0.17971052900686765,24,0.10823713232438209,22,0.07735134062122115,1,0.07413238555104452,8,0.07306419136791978
3383,17,0.24935720595666777,22,0.20681166942199702,11,0.1940273045533394,0,0.10302686656489188,4,0.08133964763944837
492528,11,0.251133383192573,7,0.22159907620620556,8,0.11081259644620985,9,0.0655070738875798,12,0.05389879847117652
587841,7,0.2549069139379902,20,0.24386937574059311,15,0.11083476702038182,17,0.08859872864318385,0,0.08305718219081201
