20,20,28.99
9,14,27.04
13,22,37.04
20,7,19.95
1,13,41.09
10,10,40.61
0,4,24.41
4,4,41.3
7,7,24.27
13,5,24.48
16,16,25.11
20,12,10.22
7,7,23.56
11,11,65.22
0,10,33.57
6,6,83.6
22,22,33.31
20,20,54.15
6,17,28.52
11,12,23.51
13,13,16.38
5,13,48.55
9,9,34.9
2,20,37.17
15,15,33.59
16,2,12.54
22,17,23.95
0,15,27.15
16,2,27.45
13,13,67.76
18,22,41.46
9,14,29.52
7,12,24.19
3,3,74.98
15,15,68.38
14,14,69.48
5,1,25.35
1,16,17.87
11,20,30.42
20,5,15.22
1,1,57.68
12,22,41.59
20,9,18.26
0,15,24.29
20,20,47.59
5,18,23.84
11,15,26.6
5,17,19.56
10,11,45.16
14,9,27.94
10,16,11.19
13,13,47.27
2,22,22.55
2,2,23.16
8,7,19.44
16,19,31.14
15,10,15.92
6,6,85.59
11,11,57.5
8,11,34.29
3,3,74.92
17,7,39.14
11,11,44.65
2,2,18.65
17,8,20.02
20,12,11.82
22,17,28.24
21,21,47.02
13,20,49.52
1,1,19.17
14,14,30.65
6,6,86.14
8,11,27.02
9,14,29.82
18,2,18.41
12,12,19.83
17,17,31.62
21,7,21.25
6,3,65.69
9,9,25.41
20,2,15.82
16,0,14.31
10,16,20.15
12,14,14.35
7,8,27.13
0,0,19.83
8,10,23.71
2,9,18.87
8,7,18.8
10,10,43.85
8,11,65.9
11,11,48.12
11,12,12.86
3,3,64.02
8,11,29.1
12,12,21.45
20,20,42.37
15,10,21.31
6,6,90.36
4,4,47.58
17,17,37.89
3,2,29.41
3,16,24.36
13,22,16.44
13,13,31.16
17,11,19.76
6,6,75.72
13,7,10.3
3,3,40.25
16,16,25.8
12,12,24.14
15,15,19.93
1,22,33.7
2,20,11.76
10,17,31.06
3,16,33.44
4,17,19.63
22,18,23.28
9,14,29.49
4,4,70.96
17,7,13.33
9,11,24.07
0,16,21.13
13,13,40.88
18,17,17.38
2,2,19.6
4,4,67.74
8,11,17.8
1,5,27.92
2,16,22.5
22,15,27.7
14,7,22.96
16,2,18.14
19,2,20.06
18,18,45.42
16,10,26.73
4,4,65.63
2,22,18.77
9,2,22.97
6,6,51.99
16,11,28.33
17,17,15.42
3,3,83.7
17,4,19.51
9,17,19.04
16,16,25.13
14,14,28.81
14,14,46.75
15,15,50.36
19,16,44.82
19,15,43.46
14,14,33.19
12,12,13.26
18,18,30.81
22,18,39.92
19,19,54.78
6,15,31.92
16,16,33.9
9,9,56.17
15,13,22.57
10,6,44.52
0,19,47.15
16,16,36.08
10,10,88.51
17,16,18.44
8,11,70.97
13,13,55.83
9,9,36.32
8,11,36.58
5,5,43.8
10,10,51.94
2,4,14.58
2,13,28.23
22,17,9.85
14,21,31.11
4,4,64.94
7,2,30.91
5,18,19.53
1,1,33.32
8,11,51.42
13,7,14.69
1,1,70.57
19,16,20.5
18,7,17.59
7,13,50.13
3,16,22.02
17,14,21.04
16,16,31.35
11,11,41.36
2,2,31.6
12,12,32.11
19,19,53.5
20,17,20.03
21,21,60.58
2,2,38.28
13,22,21.47
2,22,24.51
10,10,75.38
20,20,45.51
0,19,37.56
2,2,17.97
0,20,16.66
5,13,36.13
20,7,17.62
4,13,24.28
18,12,24.21
20,11,22.09
5,5,12.49
0,10,68.8
12,12,14.03
19,5,15.22
4,14,33.63
17,17,42.24
2,7,22.68
3,7,16.29
11,11,48.02
5,17,10.36
1,12,19.67
22,15,53.88
15,5,13.48
0,19,57.92
10,12,13.16
10,10,37.12
13,7,16.56
11,7,17.5
17,12,19.69
15,10,15.34
1,18,23.08
9,9,40.92
21,13,20.56
10,10,40.75
12,22,19.36
14,12,21.95
10,10,61.85
1,16,27.65
18,18,35.99
4,16,13.47
10,17,20.91
6,6,56.72
0,19,42.78
22,17,17.66
0,4,28.22
16,8,27.4
13,14,43.82
5,5,18.08
9,7,12.37
9,7,20.35
12,12,21.3
19,19,56.21
20,20,40.14
14,14,18.15
1,1,42.19
20,17,10.31
11,11,50.07
16,8,28.51
18,4,26.82
6,5,15.42
20,3,38.04
19,19,54.72
20,17,15.98
18,4,33.86
2,6,14.78
13,14,57.65
6,6,84.94
14,8,19.08
4,4,37.9
4,4,34.2
14,9,22.7
3,19,47.28
20,0,28.18
9,9,38.73
10,7,14.55
7,7,22.1
4,4,73.32
8,11,42.19
12,20,22.32
7,16,37.15
12,12,15.22
5,1,30.72
22,12,18.76
17,17,34.93
5,5,57.28
4,0,44.57
14,9,21.66
3,0,25.19
9,13,18.36
2,17,21.31
20,13,46.41
14,14,65.52
2,9,32.28
16,7,32.14
6,6,31.13
7,7,25.11
18,14,19.96
6,6,94.25
8,11,74.04
18,17,29.59
12,7,21.76
10,17,21.81
7,7,30.02
11,11,22.87
13,13,25.2
13,14,30.8
20,12,22.32
11,10,46.63
9,7,20.05
10,10,64.39
22,22,37.45
2,14,19.49
20,13,41.59
17,7,25.55
16,16,46.01
20,20,22.17
2,16,22.57
8,18,18.81
12,22,26.22
20,4,30.43
19,5,14.32
19,19,37.41
20,13,24.93
6,6,76.95
20,20,62.29
16,16,41.95
22,14,23.92
16,20,21.74
14,14,44.84
7,17,10.03
6,6,91.72
0,4,69.6
17,22,38.66
4,17,17.7
13,5,15.18
17,7,29.55
21,2,27.91
12,18,25.02
10,15,19.85
4,4,50.1
12,7,14.79
14,14,22.2
2,2,15.45
16,16,45.47
11,6,23.33
10,10,32.81
2,7,40.6
3,3,42.8
4,15,26.42
2,5,21.38
11,11,56.1
17,9,26.23
19,16,30.12
8,8,46.98
18,18,35.15
8,11,44.47
11,11,59.87
11,20,39.51
20,20,45.19
10,10,54.49
16,16,25.73
2,22,50.41
18,18,19.55
6,10,36.72
18,18,35.71
16,16,49.51
11,11,23.89
17,17,34.88
18,18,35.49
12,18,16.33
12,12,11.13
7,3,24.85
12,18,18.18
1,1,40.02
4,4,79.42
2,2,22.05
8,8,43.12
11,2,18.22
8,7,21.52
9,6,32.48
18,20,53.56
16,10,29.98
8,2,26.86
0,6,50.77
6,17,20.21
1,22,17.31
8,11,55.98
13,13,68.5
19,19,40.81
16,3,45.48
8,8,50.25
1,11,19.74
9,12,17.96
11,20,14.92
16,7,12.15
17,5,16.91
8,7,36.03
4,15,22.55
19,4,47.08
17,17,29.71
2,14,51.02
6,10,19.68
20,18,11.91
10,10,48.33
2,16,25.92
13,13,33.52
15,15,37.96
2,17,16.95
19,14,21.1
21,21,35.09
11,11,66.97
5,3,47.51
10,10,83.84
13,20,22.07
15,15,32.88
21,16,42.44
1,15,32.24
6,6,96.81
9,9,38.72
12,12,26.36
11,11,31.28
15,6,94.3
7,14,24.85
16,16,26.2
10,1,26.32
1,1,21.76
9,12,21.81
12,14,26.24
22,18,25.64
12,17,28.22
11,11,64.42
12,2,21.04
22,17,14.68
1,1,68.7
15,10,18.62
9,22,12.62
10,17,18.8
1,13,69.29
0,19,53.94
7,14,29.53
5,9,24.25
5,5,25.22
12,2,28.3
19,14,30.3
18,18,38.75
5,12,19.18
16,0,22.98
3,3,68.21
13,14,30.15
19,19,49.99
11,11,57.6
22,18,17.52
0,10,21.32
7,7,18.84
20,0,15.54
9,12,21.95
15,4,22.64
8,17,35.62
18,7,17.58
6,6,62.67
16,2,27.79
9,13,36.82
6,6,96.06
6,15,28.13
4,4,59.35
19,19,40.84
12,12,15.35
16,2,14.79
8,17,17.62
17,16,18.83
5,5,25.13
12,12,25.42
20,17,14.64
0,16,18.44
1,9,23.95
10,10,34.61
19,3,63.43
13,7,14.75
9,9,47.07
14,14,48.09
9,12,19.71
4,17,12.23
5,20,16.89
20,7,12.96
11,11,24.13
16,16,23.98
0,19,32.92
0,4,53.8
19,2,27.62
8,11,19.33
1,1,17.52
11,11,56.23
12,12,28.6
3,3,21.27
9,9,46.64
8,11,52.78
7,7,28.16
12,2,15.33
17,17,22.9
8,11,29.11
20,18,16.87
9,1,30.47
5,5,34.3
8,11,66.78
9,5,22.95
21,2,14.82
10,6,87.29
8,11,40.53
10,16,13.44
10,10,77.6
13,13,65.43
1,22,28.2
13,16,44.38
11,8,30.33
11,11,67.73
19,10,16.0
19,4,23.89
21,2,24.07
16,17,28.34
19,15,27.96
6,6,39.1
8,11,45.6
4,4,77.62
8,12,17.21
8,13,50.9
6,6,91.65
21,2,25.42
9,14,28.81
17,17,43.1
15,19,34.91
18,12,32.22
16,16,50.38
7,12,30.02
11,7,17.61
13,13,62.7
20,5,20.04
0,18,25.22
6,6,86.04
14,1,22.28
15,17,14.04
5,5,45.89
6,6,90.72
12,7,21.43
5,20,16.73
10,3,16.2
5,0,26.38
17,12,15.33
19,13,20.93
14,4,55.81
15,15,29.38
12,14,48.63
4,4,56.72
5,22,16.41
19,15,25.49
6,6,80.78
3,19,37.74
13,13,21.09
4,4,19.19
17,16,37.27
11,14,16.56
16,16,34.69
18,18,24.46
0,19,56.21
18,18,39.9
14,9,41.63
16,16,35.56
13,13,19.89
19,19,55.59
3,2,23.32
21,7,14.31
8,7,35.84
14,14,61.95
15,15,56.37
9,9,18.86
15,15,42.37
16,17,16.95
6,6,20.29
15,4,38.43
20,14,55.9
0,17,41.86
9,17,41.83
16,16,28.07
7,1,39.04
21,21,30.94
14,12,25.64
22,6,48.22
4,4,45.69
15,6,20.95
20,18,14.02
7,7,15.22
18,17,19.47
1,17,14.71
14,14,40.72
6,6,74.82
17,17,34.59
20,20,41.22
5,12,19.12
13,9,21.12
19,19,31.69
7,2,25.75
4,4,49.53
0,4,23.89
6,6,41.66
3,3,88.28
7,6,27.02
1,15,60.42
8,11,56.23
2,12,14.18
11,11,73.16
21,13,40.57
5,22,16.65
12,12,17.92
16,2,22.69
7,17,25.4
7,7,19.43
5,22,10.06
0,10,10.55
9,9,39.85
18,18,30.21
8,8,13.02
18,14,30.78
4,4,72.02
22,5,32.44
19,4,85.62
9,20,18.62
14,14,71.18
10,16,22.09
2,2,35.38
15,18,15.49
21,21,34.16
4,4,36.47
0,20,21.47
13,13,67.02
22,22,21.07
1,13,25.44
14,14,47.75
5,16,20.58
2,7,12.84
7,16,28.34
9,5,15.41
0,0,23.72
9,14,47.41
0,19,48.92
16,2,16.92
20,11,17.48
7,14,25.94
0,14,20.68
11,11,52.75
19,19,26.47
21,2,24.82
20,20,38.18
3,3,67.48
8,5,23.61
8,8,20.94
0,2,25.68
17,8,21.54
22,17,33.67
21,21,25.26
17,17,35.42
0,4,38.42
22,6,42.9
0,9,34.31
5,12,18.21
20,14,20.72
11,11,64.58
3,0,20.04
3,3,29.32
2,2,16.74
16,16,27.38
19,15,32.7
13,13,54.17
11,11,41.39
7,7,15.1
4,1,60.3
2,11,21.85
0,4,39.31
4,4,40.37
8,2,12.98
4,4,29.41
8,10,65.75
6,6,95.01
9,14,54.13
15,15,41.85
15,10,33.96
12,12,11.57
19,18,32.61
5,5,30.2
6,6,33.41
3,3,65.71
4,5,33.36
8,11,61.62
0,20,19.34
20,9,38.48
15,7,21.21
4,15,33.45
22,1,56.62
1,5,29.6
17,18,27.72
11,2,25.02
7,7,35.18
12,12,25.46
3,3,65.95
18,18,28.94
19,12,23.85
7,17,17.12
8,9,26.07
7,5,17.23
7,7,21.64
15,4,23.49
13,13,34.26
2,20,18.34
3,3,93.08
16,16,26.25
12,12,20.06
15,4,34.52
3,3,52.68
15,10,21.45
15,10,21.85
10,15,43.86
22,22,26.94
8,7,18.03
22,18,31.74
9,14,48.71
15,15,22.22
0,0,23.76
7,7,26.29
14,14,26.09
3,3,57.45
14,9,20.93
9,14,19.08
16,16,26.92
10,15,40.39
8,11,60.56
16,16,46.63
14,13,75.13
0,1,14.4
16,7,27.91
17,22,25.32
11,14,15.62
4,16,26.06
5,5,39.07
11,11,34.99
0,16,25.08
12,12,28.54
17,17,17.03
2,5,13.65
2,7,15.42
12,7,16.4
2,14,32.16
7,7,32.46
10,10,80.59
0,4,24.91
14,14,54.5
16,2,20.12
15,6,53.7
21,7,20.02
13,13,64.36
18,18,19.15
7,13,33.22
0,17,27.81
12,12,22.43
8,8,21.38
17,17,43.23
22,18,19.97
14,14,36.79
17,17,34.51
10,15,44.31
10,10,9.01
12,12,34.55
9,14,54.43
16,16,64.65
12,22,21.58
10,10,68.44
6,6,79.75
12,12,24.28
2,14,18.47
22,11,27.18
4,4,42.76
3,3,76.85
15,15,33.72
11,11,29.53
6,6,61.59
1,1,43.64
15,7,18.64
22,16,25.87
0,16,26.67
14,14,31.27
2,2,18.45
8,11,42.3
4,10,28.49
13,13,64.96
11,18,16.06
12,12,13.25
6,6,96.67
1,0,31.44
1,1,73.34
19,19,49.18
8,11,63.11
7,2,24.51
9,9,38.62
15,15,22.58
20,14,40.67
12,9,20.41
15,15,55.93
3,3,83.97
13,13,44.8
15,14,20.65
22,17,25.1
14,2,18.83
14,17,32.85
18,18,47.79
1,1,44.12
13,13,36.45
12,13,12.28
13,13,52.91
3,16,34.83
5,5,12.18
12,18,17.03
8,17,33.4
4,17,15.32
10,10,69.61
22,18,17.99
11,9,30.87
2,2,23.16
6,6,39.85
7,12,19.35
2,21,69.81
6,6,77.32
9,9,27.05
1,17,15.22
18,18,49.7
12,1,30.1
10,17,24.41
1,6,46.86
1,17,17.04
4,17,26.11
8,7,31.14
1,18,17.16
17,12,12.51
4,17,18.34
8,10,40.65
12,17,22.15
14,14,79.27
19,0,37.73
0,4,75.22
13,16,20.95
1,1,18.46
18,2,22.17
10,10,37.77
9,17,26.37
6,6,37.95
16,16,53.37
12,12,24.53
10,10,64.39
20,2,17.34
10,10,38.85
3,3,89.18
11,14,27.79
14,14,57.74
3,3,61.45
0,19,47.45
10,10,22.25
16,16,29.26
2,9,19.72
12,12,20.57
6,6,60.57
14,14,69.77
5,13,27.51
21,11,35.31
8,11,59.72
13,13,68.93
15,19,33.11
22,15,47.75
20,11,54.7
20,12,18.85
15,15,30.43
3,3,67.15
13,13,24.57
14,2,19.31
22,15,21.62
16,16,35.3
7,20,17.09
10,10,17.19
2,7,19.49
14,13,27.27
22,18,22.07
11,11,71.15
7,22,18.12
4,16,15.08
15,15,21.55
13,13,25.85
4,4,34.29
12,12,30.98
2,2,14.85
16,3,60.92
13,13,54.06
7,18,25.83
17,17,35.98
16,16,20.99
7,20,21.34
13,16,50.19
6,6,89.48
15,0,15.74
17,7,20.26
22,18,24.17
18,18,38.18
5,17,29.95
21,17,12.34
14,14,34.46
1,1,48.03
6,6,89.44
4,4,43.72
0,4,59.4
20,11,66.0
11,11,73.09
0,19,29.11
3,19,28.3
7,7,26.24
1,12,17.13
19,19,55.67
5,3,16.83
9,12,18.16
3,5,26.74
19,11,40.57
13,12,14.48
13,12,15.48
0,3,19.82
6,6,87.6
0,19,43.86
20,9,18.89
20,13,26.24
15,10,20.05
10,10,38.92
7,20,26.09
11,16,19.53
20,8,19.73
21,21,45.92
21,12,13.95
22,10,44.23
13,13,30.74
11,11,45.02
17,17,46.04
6,6,45.65
20,17,43.38
4,4,48.53
3,3,31.24
20,20,32.54
0,0,43.78
2,8,14.9
8,20,26.83
16,7,14.47
15,17,24.69
0,13,44.41
5,5,34.77
6,6,78.11
2,5,38.9
4,10,22.59
19,20,30.82
3,3,65.73
2,7,10.46
0,3,45.6
18,9,10.54
3,3,87.9
22,22,36.76
19,19,54.17
17,18,29.76
4,4,48.83
11,11,50.71
22,13,24.08
2,14,30.77
9,8,16.33
8,8,36.09
16,16,22.62
3,3,44.86
20,17,22.91
7,7,17.5
0,17,20.85
17,20,24.35
10,10,56.67
4,15,21.15
2,9,20.54
0,19,22.54
2,16,30.9
0,19,23.83
15,15,66.12
18,9,18.44
17,17,35.16
18,18,43.3
14,14,43.36
7,7,22.77
22,22,20.48
15,6,90.2
20,20,48.52
17,18,14.83
1,1,32.87
19,19,34.43
12,22,24.51
9,14,25.01
7,16,58.66
15,2,22.66
10,15,38.83
4,4,71.11
12,14,22.17
6,6,87.48
9,9,38.16
10,16,47.39
15,15,32.43
2,16,29.06
0,4,38.56
2,2,22.18
0,19,44.96
20,14,49.47
2,14,17.6
8,11,68.34
15,10,54.85
6,6,92.03
18,8,23.27
3,0,20.81
7,8,32.63
20,11,30.94
4,14,12.02
0,4,61.17
5,16,13.99
12,17,35.25
20,20,26.81
6,6,81.77
6,6,28.05
10,15,30.26
4,10,15.57
16,16,39.25
2,13,24.6
10,10,32.25
17,5,16.4
1,14,17.23
11,11,25.63
3,3,57.5
10,17,12.29
12,7,16.26
11,11,48.53
4,13,51.94
22,11,25.69
12,7,18.17
8,11,64.88
2,2,27.56
19,0,47.44
2,12,22.89
12,12,26.54
7,11,35.94
3,3,49.7
9,9,31.17
20,18,15.35
6,6,50.68
8,11,27.11
5,5,31.54
5,5,48.09
20,20,31.85
16,16,35.93
12,12,18.61
2,7,19.64
1,16,15.91
9,9,20.42
12,12,19.1
12,9,14.12
7,12,20.49
22,22,34.62
9,10,33.45
14,14,38.24
4,17,21.71
20,20,23.22
11,11,40.76
2,20,11.82
12,12,26.19
13,13,68.8
22,18,33.79
3,3,47.28
0,16,24.63
20,2,33.45
15,16,22.36
0,17,16.19
5,5,25.07
11,11,37.77
9,14,18.25
5,12,40.01
1,9,19.58
16,16,34.34
0,19,23.1
1,16,24.47
16,16,38.55
5,17,16.3
20,16,27.81
9,14,37.29
1,1,31.47
14,14,26.76
4,17,14.19
16,16,37.3
9,9,58.0
2,8,32.23
7,16,34.25
9,9,27.36
17,11,20.16
18,12,29.36
22,19,35.45
10,15,39.58
1,1,66.56
7,12,10.57
3,3,58.82
4,4,43.79
12,17,31.15
18,18,39.68
18,18,21.47
22,6,65.99
13,16,18.34
8,7,18.75
9,9,25.13
10,10,44.04
2,16,42.39
4,4,52.35
8,16,32.85
8,10,18.37
8,8,25.75
15,15,18.48
3,16,30.27
21,2,17.14
11,11,75.39
12,4,13.13
4,4,36.64
14,2,24.88
6,15,46.06
6,6,83.88
13,13,16.22
7,8,30.11
6,6,95.28
6,6,27.11
19,19,36.34
1,13,32.74
17,12,15.58
15,15,38.99
4,10,34.09
22,16,13.83
12,12,20.02
19,4,37.85
0,5,43.08
1,22,37.49
8,12,25.96
4,15,20.86
16,16,27.5
15,3,64.53
19,22,27.42
5,5,38.3
11,11,52.72
3,6,51.75
0,4,47.22
19,19,56.5
10,17,17.27
5,5,57.21
18,1,42.19
5,5,38.84
7,22,20.14
2,2,29.86
17,11,36.62
22,18,27.16
8,7,14.83
6,6,94.55
2,2,32.39
1,17,24.79
14,1,18.86
5,5,30.83
20,20,51.35
19,15,46.67
2,9,32.98
4,4,26.07
16,16,44.3
15,10,16.35
20,13,22.74
16,17,17.6
22,18,18.93
6,6,73.94
17,17,25.71
17,17,12.59
15,10,40.74
10,3,15.22
16,16,52.9
16,17,19.33
8,12,17.52
0,20,15.03
15,10,48.7
22,18,34.2
0,19,48.95
11,11,74.04
16,16,51.77
19,15,31.3
8,6,23.33
10,10,19.71
14,2,17.24
14,22,30.59
13,13,26.27
9,9,35.35
3,4,36.57
7,7,31.07
17,10,12.95
1,22,20.95
4,4,38.42
2,10,19.29
16,16,32.23
10,20,21.04
16,3,69.78
22,9,14.37
22,17,17.04
9,18,26.42
3,3,68.62
1,13,33.27
11,11,42.3
20,13,34.83
18,17,17.36
1,1,85.04
22,9,31.04
18,13,28.59
20,20,26.82
18,18,34.16
0,20,19.81
17,10,16.53
14,12,34.67
18,18,24.54
20,8,30.45
4,4,53.26
16,8,32.96
22,18,53.59
7,17,16.98
19,19,40.4
5,15,33.16
18,1,16.21
0,10,34.76
2,16,15.81
6,10,36.82
17,17,30.63
22,22,20.68
6,6,95.44
16,2,27.49
18,18,31.08
1,1,37.78
8,11,63.14
15,4,44.75
20,16,18.35
11,7,21.27
0,7,9.54
13,13,46.99
7,13,34.18
16,16,32.01
5,5,14.13
16,16,14.45
1,13,26.87
15,15,50.59
13,9,24.87
20,4,53.92
2,3,74.2
10,10,61.25
1,20,30.07
10,10,82.57
18,11,26.81
6,6,62.7
17,1,39.04
8,5,46.39
8,8,42.18
3,3,41.5
16,16,25.42
5,5,30.28
19,19,63.37
6,6,91.07
9,13,55.36
7,7,21.35
9,9,34.96
4,4,36.34
5,5,30.86
13,13,24.44
8,11,62.26
5,13,39.73
22,10,22.22
13,13,63.07
14,14,27.13
9,22,15.55
20,18,10.55
6,6,82.71
21,2,22.81
11,8,38.52
1,17,16.03
8,11,54.62
14,11,25.22
22,17,18.93
18,12,19.93
8,8,28.67
20,7,20.61
8,11,37.09
20,17,46.32
2,16,40.85
0,4,29.44
15,10,17.71
7,4,24.91
9,1,19.55
17,22,12.83
7,12,13.92
12,12,13.62
11,11,52.97
7,6,38.21
10,17,24.08
10,17,36.32
10,11,28.67
9,7,21.12
12,9,40.59
22,14,29.29
10,10,24.37
19,10,21.32
19,15,41.34
20,12,17.14
0,19,22.79
19,9,34.31
15,4,23.11
10,10,81.57
21,2,39.69
4,4,47.1
1,2,28.38
5,5,51.03
12,9,32.19
13,13,76.22
9,20,18.23
12,12,13.48
5,1,43.12
4,16,13.95
7,16,35.11
20,11,56.17
21,9,51.99
5,5,27.64
4,4,58.54
3,3,32.62
5,18,32.17
7,10,46.12
11,11,35.44
7,7,19.92
5,5,44.92
19,0,29.34
1,5,26.06
16,16,19.4
20,2,24.08
4,4,77.5
6,6,95.76
1,12,14.33
2,12,17.42
3,3,30.28
5,5,36.55
19,7,14.57
13,16,23.73
15,16,22.32
2,9,36.92
21,16,30.48
22,18,37.13
9,9,56.31
16,18,15.48
3,3,91.99
6,6,17.44
16,17,33.39
16,16,52.92
4,4,64.22
14,14,25.73
9,14,51.39
15,0,19.74
14,9,18.55
8,11,59.42
12,17,33.82
0,19,27.45
20,13,54.03
16,5,18.21
8,13,40.05
11,11,50.24
8,11,33.86
5,5,51.19
19,19,56.37
11,11,34.29
4,5,11.96
20,11,25.93
11,11,20.17
20,17,23.8
6,6,93.29
5,12,12.86
11,11,47.76
7,14,14.37
18,12,19.62
19,4,59.07
14,14,44.89
2,16,25.7
5,7,10.14
11,7,21.45
1,1,88.8
1,14,12.92
13,13,65.25
11,11,63.11
11,7,23.76
2,16,20.66
12,7,10.98
0,18,30.68
13,5,19.3
18,18,40.68
18,18,24.93
22,6,52.37
2,16,38.96
5,5,34.09
4,10,23.88
18,18,34.39
2,8,40.25
7,22,28.9
10,10,18.01
10,7,21.33
11,11,53.3
12,5,49.12
19,19,43.49
10,15,37.32
22,14,25.17
17,11,44.56
19,1,15.13
17,18,34.17
8,7,13.53
6,6,66.07
19,19,35.45
11,11,52.18
22,12,24.42
12,14,24.53
5,12,31.46
20,13,23.06
5,5,13.09
3,3,97.63
2,7,31.88
2,2,34.32
7,10,45.47
15,10,43.32
14,14,63.24
1,12,31.18
10,10,33.51
21,13,37.57
1,13,50.95
3,16,23.21
13,13,60.44
3,21,43.74
6,17,26.21
1,1,39.68
22,18,22.76
15,15,37.95
12,20,20.93
7,10,22.22
1,1,36.15
9,22,32.54
6,6,25.46
18,10,59.75
18,12,26.45
6,6,41.79
14,20,25.33
6,6,11.88
21,21,27.76
10,6,81.93
10,10,50.8
0,0,28.52
6,6,39.2
11,22,43.18
1,1,31.85
7,7,20.54
22,13,57.43
12,14,26.77
10,10,55.74
5,5,25.1
3,0,22.6
12,22,30.43
10,10,53.89
13,13,49.29
8,11,63.51
17,22,26.57
18,18,19.98
6,5,24.94
4,8,19.68
2,7,23.06
4,10,21.09
20,2,25.39
8,11,43.21
22,17,13.62
19,9,26.6
14,18,17.16
17,10,35.96
8,7,11.72
10,15,39.14
15,4,40.39
10,10,57.83
16,16,36.63
18,9,28.89
12,5,15.95
16,7,19.6
15,15,39.55
16,16,52.86
7,15,44.4
8,8,35.07
21,21,22.69
9,11,56.45
1,4,53.82
5,2,20.18
12,14,19.27
9,7,27.51
11,7,27.58
14,14,33.09
11,18,22.55
20,20,16.06
22,22,31.91
10,4,38.48
15,15,65.73
7,2,22.1
13,16,60.61
3,3,68.31
19,17,14.11
12,14,40.66
9,9,27.04
3,3,62.75
8,20,17.48
5,5,26.4
11,11,29.37
13,2,12.78
17,17,35.4
16,16,44.55
11,11,61.67
9,9,33.46
15,6,75.26
12,12,27.33
1,1,50.9
1,14,34.69
2,21,24.55
5,18,23.11
16,16,28.22
10,4,18.4
18,18,28.87
7,7,18.4
17,17,35.0
15,8,38.41
4,4,72.53
20,7,16.03
12,14,23.98
9,18,42.06
17,15,28.79
2,7,19.5
20,20,42.56
19,19,31.52
16,16,26.31
20,20,49.48
0,1,15.92
8,7,17.61
10,10,44.09
16,16,41.0
22,18,30.21
18,8,34.46
12,12,39.84
2,7,25.16
19,10,40.73
5,7,14.54
20,5,20.63
19,0,28.13
0,5,18.62
6,6,35.38
0,6,12.1
11,11,42.61
11,11,33.53
13,19,27.3
19,19,35.52
12,12,18.73
0,19,31.33
5,3,21.24
10,3,26.17
5,1,70.82
14,14,33.6
6,6,54.7
12,12,19.21
9,22,14.05
5,17,14.71
16,16,44.7
9,1,24.86
10,15,25.44
15,15,34.65
11,11,43.35
19,3,67.53
0,17,26.73
14,14,39.21
5,12,15.54
4,16,22.6
3,3,45.57
13,20,30.49
4,19,27.74
10,10,76.84
9,17,35.1
3,3,94.08
13,9,27.0
20,13,30.39
4,17,32.92
22,8,25.18
13,12,21.03
22,22,47.67
12,7,20.15
8,8,30.29
0,19,51.17
2,7,15.66
0,18,27.09
17,1,19.2
13,5,27.43
20,11,49.15
20,20,50.79
0,5,20.46
2,7,14.3
4,10,27.75
6,15,19.0
2,12,28.05
20,13,29.23
18,18,40.12
10,10,55.29
0,19,36.31
8,11,64.42
